"","County","Lake","Date","Month","Day","Year","Station","TP","TN","CHL","SECCHI_ft","SECCHI_2","Color","Cond_uS","Cond_mS","Lake_County"
"1537","Alachua","Elizabeth","10/28/2010",10,28,2010,1,17,620,2.7,NA,"Bottom (3.5)",25,38,NA,"Elizabeth Alachua"
"1538","Alachua","Elizabeth","10/28/2010",10,28,2010,2,11,710,4.3,NA,"Bottom (4.3)",NA,NA,NA,"Elizabeth Alachua"
"1539","Alachua","Elizabeth","10/28/2010",10,28,2010,3,11,600,2.7,NA,"Bottom (5.3)",NA,NA,NA,"Elizabeth Alachua"
"1540","Alachua","Elizabeth","11/23/2010",11,23,2010,1,NA,NA,NA,NA,"Bottom (3.3)",NA,NA,NA,"Elizabeth Alachua"
"1541","Alachua","Elizabeth","11/23/2010",11,23,2010,2,NA,NA,NA,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1542","Alachua","Elizabeth","11/23/2010",11,23,2010,3,NA,NA,NA,NA,"Bottom (4.8)",NA,NA,NA,"Elizabeth Alachua"
"1543","Alachua","Elizabeth","12/26/2010",12,26,2010,1,11,780,3,NA,"Bottom (3.0)",18,69,NA,"Elizabeth Alachua"
"1544","Alachua","Elizabeth","12/26/2010",12,26,2010,2,8,770,2,NA,"Bottom (3.8)",NA,NA,NA,"Elizabeth Alachua"
"1545","Alachua","Elizabeth","12/26/2010",12,26,2010,3,11,740,2,NA,"Bottom (4.5)",NA,NA,NA,"Elizabeth Alachua"
"1546","Alachua","Elizabeth","01/24/2011",1,24,2011,1,NA,NA,NA,NA,"Bottom (3.0)",NA,NA,NA,"Elizabeth Alachua"
"1547","Alachua","Elizabeth","01/24/2011",1,24,2011,2,NA,NA,NA,NA,"Bottom (3.5)",NA,NA,NA,"Elizabeth Alachua"
"1548","Alachua","Elizabeth","01/24/2011",1,24,2011,3,NA,NA,NA,NA,"Bottom (4.5)",NA,NA,NA,"Elizabeth Alachua"
"1549","Alachua","Elizabeth","01/26/2011",1,26,2011,1,NA,NA,NA,NA,"Bottom (3.0)",NA,NA,NA,"Elizabeth Alachua"
"1550","Alachua","Elizabeth","01/26/2011",1,26,2011,2,NA,NA,NA,NA,"Bottom (3.8)",NA,NA,NA,"Elizabeth Alachua"
"1551","Alachua","Elizabeth","01/26/2011",1,26,2011,3,NA,NA,NA,NA,"Bottom (4.5)",NA,NA,NA,"Elizabeth Alachua"
"1552","Alachua","Elizabeth","02/24/2011",2,24,2011,1,14,910,2,NA,"Bottom (3.3)",19,73,NA,"Elizabeth Alachua"
"1553","Alachua","Elizabeth","02/24/2011",2,24,2011,2,11,870,2,NA,"Bottom (3.8)",NA,NA,NA,"Elizabeth Alachua"
"1554","Alachua","Elizabeth","02/24/2011",2,24,2011,3,13,1000,2,NA,"Bottom (4.8)",NA,NA,NA,"Elizabeth Alachua"
"1555","Alachua","Elizabeth","03/20/2011",3,20,2011,1,NA,NA,NA,NA,"Bottom (3.0)",NA,NA,NA,"Elizabeth Alachua"
"1556","Alachua","Elizabeth","03/20/2011",3,20,2011,2,NA,NA,NA,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1557","Alachua","Elizabeth","03/20/2011",3,20,2011,3,NA,NA,NA,NA,"Bottom (5.0)",NA,NA,NA,"Elizabeth Alachua"
"1558","Alachua","Elizabeth","04/22/2011",4,22,2011,1,12,1000,2,NA,"Bottom (3.0)",22,72,NA,"Elizabeth Alachua"
"1559","Alachua","Elizabeth","04/22/2011",4,22,2011,2,12,990,2,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1560","Alachua","Elizabeth","04/22/2011",4,22,2011,3,13,960,2,NA,"Bottom (4.5)",NA,NA,NA,"Elizabeth Alachua"
"1561","Alachua","Elizabeth","06/30/2011",6,30,2011,1,20,1140,3,2.5,NA,24,92,NA,"Elizabeth Alachua"
"1562","Alachua","Elizabeth","06/30/2011",6,30,2011,2,23,1200,7.4,NA,"Bottom (2.3)",NA,NA,NA,"Elizabeth Alachua"
"1563","Alachua","Elizabeth","06/30/2011",6,30,2011,3,20,1170,5.4,2.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1564","Alachua","Elizabeth","07/27/2011",7,27,2011,1,17,1040,7.2,NA,"Bottom (2.3)",20,81,NA,"Elizabeth Alachua"
"1565","Alachua","Elizabeth","07/27/2011",7,27,2011,2,18,1090,9.4,NA,"Bottom (3.0)",NA,NA,NA,"Elizabeth Alachua"
"1566","Alachua","Elizabeth","07/27/2011",7,27,2011,3,21,1090,11.2,NA,"Bottom (3.3)",NA,NA,NA,"Elizabeth Alachua"
"1567","Alachua","Elizabeth","08/24/2011",8,24,2011,1,14,970,4.3,NA,"Bottom (2.3)",21,77,NA,"Elizabeth Alachua"
"1568","Alachua","Elizabeth","08/24/2011",8,24,2011,2,20,1030,3.1,NA,"Bottom (3.0)",NA,NA,NA,"Elizabeth Alachua"
"1569","Alachua","Elizabeth","08/24/2011",8,24,2011,3,18,1000,3,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1570","Alachua","Elizabeth","09/26/2011",9,26,2011,1,17,850,6.5,NA,"Bottom (3.0)",25,72,NA,"Elizabeth Alachua"
"1571","Alachua","Elizabeth","09/26/2011",9,26,2011,2,12,830,7.6,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1572","Alachua","Elizabeth","09/26/2011",9,26,2011,3,13,810,7.1,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1573","Alachua","Elizabeth","10/31/2011",10,31,2011,1,10,890,3.8,NA,"Bottom (3.0)",21,80,NA,"Elizabeth Alachua"
"1574","Alachua","Elizabeth","10/31/2011",10,31,2011,2,10,810,3.6,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1575","Alachua","Elizabeth","10/31/2011",10,31,2011,3,10,810,3.4,NA,"Bottom (5.0)",NA,NA,NA,"Elizabeth Alachua"
"1576","Alachua","Elizabeth","11/29/2011",11,29,2011,1,12,1030,2.9,NA,"Bottom (3.0)",13,80,NA,"Elizabeth Alachua"
"1577","Alachua","Elizabeth","11/29/2011",11,29,2011,2,14,550,3.4,NA,"Bottom (3.5)",NA,NA,NA,"Elizabeth Alachua"
"1578","Alachua","Elizabeth","11/29/2011",11,29,2011,3,12,790,3.9,NA,"Bottom (4.5)",NA,NA,NA,"Elizabeth Alachua"
"1579","Alachua","Elizabeth","12/28/2011",12,28,2011,1,13,660,1.6,NA,"Bottom (2.5)",NA,NA,NA,"Elizabeth Alachua"
"1580","Alachua","Elizabeth","12/28/2011",12,28,2011,2,12,630,1.4,NA,"Bottom (3.5)",12,85,NA,"Elizabeth Alachua"
"1581","Alachua","Elizabeth","12/28/2011",12,28,2011,3,11,610,1.2,NA,"Bottom (3.8)",NA,NA,NA,"Elizabeth Alachua"
"1582","Alachua","Elizabeth","01/30/2012",1,30,2012,1,11,700,2,NA,"Bottom (2.5)",NA,NA,NA,"Elizabeth Alachua"
"1583","Alachua","Elizabeth","01/30/2012",1,30,2012,2,13,790,1.6,NA,"Bottom (3.5)",11,95,NA,"Elizabeth Alachua"
"1584","Alachua","Elizabeth","01/30/2012",1,30,2012,3,10,720,1.6,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1585","Alachua","Elizabeth","02/27/2012",2,27,2012,1,16,840,3.4,NA,"Bottom (2.5)",12,92,NA,"Elizabeth Alachua"
"1586","Alachua","Elizabeth","02/27/2012",2,27,2012,2,16,800,3.4,NA,"Bottom (3.3)",NA,NA,NA,"Elizabeth Alachua"
"1587","Alachua","Elizabeth","02/27/2012",2,27,2012,3,18,810,3.2,NA,"Bottom (3.5)",NA,NA,NA,"Elizabeth Alachua"
"1588","Alachua","Elizabeth","03/23/2012",3,23,2012,1,9,870,2.4,NA,"Bottom (2.3)",15,98,NA,"Elizabeth Alachua"
"1589","Alachua","Elizabeth","03/23/2012",3,23,2012,2,11,850,4.7,NA,"Bottom (3.0)",NA,NA,NA,"Elizabeth Alachua"
"1590","Alachua","Elizabeth","03/23/2012",3,23,2012,3,12,820,4.7,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1591","Alachua","Elizabeth","04/26/2012",4,26,2012,1,17,980,5.6,NA,"Bottom (2.0)",NA,NA,NA,"Elizabeth Alachua"
"1592","Alachua","Elizabeth","04/26/2012",4,26,2012,2,20,1090,9.2,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1593","Alachua","Elizabeth","04/26/2012",4,26,2012,3,21,1040,8.5,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1594","Alachua","Elizabeth","05/30/2012",5,30,2012,1,23,950,14.2,NA,"Bottom (2.3)",13,91,NA,"Elizabeth Alachua"
"1595","Alachua","Elizabeth","05/30/2012",5,30,2012,2,30,1100,24.8,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1596","Alachua","Elizabeth","05/30/2012",5,30,2012,3,35,1180,23.8,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1597","Alachua","Elizabeth","06/27/2012",6,27,2012,1,21,1500,15,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1598","Alachua","Elizabeth","06/27/2012",6,27,2012,2,30,1270,18,2,NA,50,75,NA,"Elizabeth Alachua"
"1599","Alachua","Elizabeth","06/27/2012",6,27,2012,3,31,1340,16,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1600","Alachua","Elizabeth","07/27/2012",7,27,2012,1,25,1830,14,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1601","Alachua","Elizabeth","07/27/2012",7,27,2012,2,19,1550,8,2,NA,201,55,NA,"Elizabeth Alachua"
"1602","Alachua","Elizabeth","07/27/2012",7,27,2012,3,21,1780,11,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1603","Alachua","Elizabeth","08/30/2012",8,30,2012,1,19,1750,11,2,NA,246,56,NA,"Elizabeth Alachua"
"1604","Alachua","Elizabeth","08/30/2012",8,30,2012,2,16,1680,7,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1605","Alachua","Elizabeth","08/30/2012",8,30,2012,3,17,1750,10,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1606","Alachua","Elizabeth","09/30/2012",9,30,2012,1,16,1870,7,2,NA,221,58,NA,"Elizabeth Alachua"
"1607","Alachua","Elizabeth","09/30/2012",9,30,2012,2,26,1940,13,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1608","Alachua","Elizabeth","09/30/2012",9,30,2012,3,20,2080,7,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1609","Alachua","Elizabeth","10/26/2012",10,26,2012,1,14,1790,2,2.3,NA,172,63,NA,"Elizabeth Alachua"
"1610","Alachua","Elizabeth","10/26/2012",10,26,2012,2,14,1730,2,2.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1611","Alachua","Elizabeth","10/26/2012",10,26,2012,3,12,1770,2,2.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1612","Alachua","Elizabeth","11/30/2012",11,30,2012,1,14,1740,2,2.8,NA,171,63,NA,"Elizabeth Alachua"
"1613","Alachua","Elizabeth","11/30/2012",11,30,2012,2,13,1710,2,2.8,NA,NA,NA,NA,"Elizabeth Alachua"
"1614","Alachua","Elizabeth","11/30/2012",11,30,2012,3,11,1890,2,2.8,NA,NA,NA,NA,"Elizabeth Alachua"
"1615","Alachua","Elizabeth","12/29/2012",12,29,2012,1,11,1620,4,3,NA,127,60,NA,"Elizabeth Alachua"
"1616","Alachua","Elizabeth","12/29/2012",12,29,2012,2,12,1680,3,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1617","Alachua","Elizabeth","12/29/2012",12,29,2012,3,10,1580,2,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1618","Alachua","Elizabeth","01/29/2013",1,29,2013,1,13,1590,3,3,NA,118,63,NA,"Elizabeth Alachua"
"1619","Alachua","Elizabeth","01/29/2013",1,29,2013,2,12,1520,2,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1620","Alachua","Elizabeth","01/29/2013",1,29,2013,3,12,1630,3,2.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1621","Alachua","Elizabeth","02/28/2013",2,28,2013,1,17,1670,3,3,NA,102,68,NA,"Elizabeth Alachua"
"1622","Alachua","Elizabeth","02/28/2013",2,28,2013,2,18,1600,4,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1623","Alachua","Elizabeth","02/28/2013",2,28,2013,3,19,1570,4,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1624","Alachua","Elizabeth","03/30/2013",3,30,2013,1,20,1510,3,2.8,NA,87,62,NA,"Elizabeth Alachua"
"1625","Alachua","Elizabeth","03/30/2013",3,30,2013,2,19,1470,3,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1626","Alachua","Elizabeth","03/30/2013",3,30,2013,3,23,1560,3,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1627","Alachua","Elizabeth","04/25/2013",4,25,2013,1,18,1530,3,3,NA,78,83,NA,"Elizabeth Alachua"
"1628","Alachua","Elizabeth","04/25/2013",4,25,2013,2,20,1450,4,2.8,NA,NA,NA,NA,"Elizabeth Alachua"
"1629","Alachua","Elizabeth","04/25/2013",4,25,2013,3,19,1450,3,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1630","Alachua","Elizabeth","05/27/2013",5,27,2013,1,20,1500,5,3,NA,67,69,NA,"Elizabeth Alachua"
"1631","Alachua","Elizabeth","05/27/2013",5,27,2013,2,19,1390,6,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1632","Alachua","Elizabeth","05/27/2013",5,27,2013,3,22,1410,5,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1633","Alachua","Elizabeth","06/27/2013",6,27,2013,1,17,1280,8,3,NA,65,43,NA,"Elizabeth Alachua"
"1634","Alachua","Elizabeth","06/27/2013",6,27,2013,2,19,1370,10,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1635","Alachua","Elizabeth","06/27/2013",6,27,2013,3,18,1230,8,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1636","Alachua","Elizabeth","07/24/2013",7,24,2013,1,17,1280,11,2.3,NA,71,44,NA,"Elizabeth Alachua"
"1637","Alachua","Elizabeth","07/24/2013",7,24,2013,2,18,1310,10,2.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1638","Alachua","Elizabeth","07/24/2013",7,24,2013,3,20,1330,10,2.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1639","Alachua","Elizabeth","08/28/2013",8,28,2013,1,13,1210,8,2.5,NA,99,55,NA,"Elizabeth Alachua"
"1640","Alachua","Elizabeth","08/28/2013",8,28,2013,2,14,1140,12,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1641","Alachua","Elizabeth","08/28/2013",8,28,2013,3,17,1230,7,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1642","Alachua","Elizabeth","09/29/2013",9,29,2013,1,19,1260,8,3,NA,77,53,NA,"Elizabeth Alachua"
"1643","Alachua","Elizabeth","09/29/2013",9,29,2013,2,18,1290,9,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1644","Alachua","Elizabeth","09/29/2013",9,29,2013,3,16,1180,6,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1645","Alachua","Elizabeth","10/26/2013",10,26,2013,1,19,410,7,3,NA,62,57,NA,"Elizabeth Alachua"
"1646","Alachua","Elizabeth","10/26/2013",10,26,2013,2,11,470,5,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1647","Alachua","Elizabeth","10/26/2013",10,26,2013,3,12,580,5,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1648","Alachua","Elizabeth","11/22/2013",11,22,2013,1,13,1050,6,NA,"Bottom (3.8)",53,59,NA,"Elizabeth Alachua"
"1649","Alachua","Elizabeth","11/22/2013",11,22,2013,2,10,1030,3,NA,"Bottom (4.5)",NA,NA,NA,"Elizabeth Alachua"
"1650","Alachua","Elizabeth","11/22/2013",11,22,2013,3,10,970,4,4.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1651","Alachua","Elizabeth","12/29/2013",12,29,2013,1,12,1030,6,NA,"Bottom (4.0)",43,61,NA,"Elizabeth Alachua"
"1652","Alachua","Elizabeth","12/29/2013",12,29,2013,2,11,900,5,4.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1653","Alachua","Elizabeth","12/29/2013",12,29,2013,3,14,1200,6,4.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1654","Alachua","Elizabeth","01/27/2014",1,27,2014,1,9,820,2,NA,"Bottom (4.5)",50,54,NA,"Elizabeth Alachua"
"1655","Alachua","Elizabeth","01/27/2014",1,27,2014,2,8,650,2,5,NA,NA,NA,NA,"Elizabeth Alachua"
"1656","Alachua","Elizabeth","01/27/2014",1,27,2014,3,11,810,4,5,NA,NA,NA,NA,"Elizabeth Alachua"
"1657","Alachua","Elizabeth","02/28/2014",2,28,2014,1,14,970,2,3,NA,103,43,NA,"Elizabeth Alachua"
"1658","Alachua","Elizabeth","02/28/2014",2,28,2014,2,15,990,2,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1659","Alachua","Elizabeth","02/28/2014",2,28,2014,3,17,870,4,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1660","Alachua","Elizabeth","03/31/2014",3,31,2014,1,19,1430,8,2,NA,172,52,NA,"Elizabeth Alachua"
"1661","Alachua","Elizabeth","03/31/2014",3,31,2014,2,19,1300,5,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1662","Alachua","Elizabeth","03/31/2014",3,31,2014,3,16,1330,4,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1663","Alachua","Elizabeth","04/27/2014",4,27,2014,1,13,1630,6,2,NA,136,50,NA,"Elizabeth Alachua"
"1664","Alachua","Elizabeth","04/27/2014",4,27,2014,2,12,1490,8,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1665","Alachua","Elizabeth","04/27/2014",4,27,2014,3,14,1430,7,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1666","Alachua","Elizabeth","05/28/2014",5,28,2014,1,13,1250,4,2.5,NA,76,38,NA,"Elizabeth Alachua"
"1667","Alachua","Elizabeth","05/28/2014",5,28,2014,2,17,1450,6,2.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1668","Alachua","Elizabeth","05/28/2014",5,28,2014,3,17,1530,9,2.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1669","Alachua","Elizabeth","06/28/2014",6,28,2014,1,15,1410,7,3.5,NA,70,49,NA,"Elizabeth Alachua"
"1670","Alachua","Elizabeth","06/28/2014",6,28,2014,2,17,1190,8,3.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1671","Alachua","Elizabeth","06/28/2014",6,28,2014,3,15,1270,6,3.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1672","Alachua","Elizabeth","07/29/2014",7,29,2014,1,15,1010,9,3.5,NA,48,57,NA,"Elizabeth Alachua"
"1673","Alachua","Elizabeth","07/29/2014",7,29,2014,2,15,990,8,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1674","Alachua","Elizabeth","07/29/2014",7,29,2014,3,14,930,6,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1675","Alachua","Elizabeth","08/27/2014",8,27,2014,1,25,1080,8,NA,"Bottom (3.5)",48,59,NA,"Elizabeth Alachua"
"1676","Alachua","Elizabeth","08/27/2014",8,27,2014,2,22,1000,6,4.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1677","Alachua","Elizabeth","08/27/2014",8,27,2014,3,21,1030,6,4.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1678","Alachua","Elizabeth","09/30/2014",9,30,2014,1,17,960,7,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1679","Alachua","Elizabeth","09/30/2014",9,30,2014,2,14,940,6,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1680","Alachua","Elizabeth","09/30/2014",9,30,2014,3,15,960,6,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1681","Alachua","Elizabeth","10/29/2014",10,29,2014,1,13,890,4,NA,"Bottom (3.5)",NA,NA,NA,"Elizabeth Alachua"
"1682","Alachua","Elizabeth","10/29/2014",10,29,2014,2,23,1230,4,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1683","Alachua","Elizabeth","10/29/2014",10,29,2014,3,15,880,4,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1684","Alachua","Elizabeth","11/24/2014",11,24,2014,1,11,1030,4,NA,"Bottom (3.5)",27,57,NA,"Elizabeth Alachua"
"1685","Alachua","Elizabeth","11/24/2014",11,24,2014,2,14,950,6,4.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1686","Alachua","Elizabeth","11/24/2014",11,24,2014,3,12,980,5,4.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1687","Alachua","Elizabeth","01/30/2015",1,30,2015,1,13,780,4,4,NA,27,57,NA,"Elizabeth Alachua"
"1688","Alachua","Elizabeth","01/30/2015",1,30,2015,2,12,900,3,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1689","Alachua","Elizabeth","01/30/2015",1,30,2015,3,12,780,3,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1690","Alachua","Elizabeth","02/26/2015",2,26,2015,1,12,590,5,3.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1691","Alachua","Elizabeth","02/26/2015",2,26,2015,2,13,650,3,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1692","Alachua","Elizabeth","02/26/2015",2,26,2015,3,13,650,3,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1693","Alachua","Elizabeth","03/31/2015",3,31,2015,1,22,800,4,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1694","Alachua","Elizabeth","03/31/2015",3,31,2015,2,25,670,4,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1695","Alachua","Elizabeth","03/31/2015",3,31,2015,3,19,770,4,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1696","Alachua","Elizabeth","04/27/2015",4,27,2015,1,19,760,6,3,NA,26,49,NA,"Elizabeth Alachua"
"1697","Alachua","Elizabeth","04/27/2015",4,27,2015,2,21,900,5,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1698","Alachua","Elizabeth","04/27/2015",4,27,2015,3,20,3230,6,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1699","Alachua","Elizabeth","05/29/2015",5,29,2015,1,25,1030,12,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1700","Alachua","Elizabeth","05/29/2015",5,29,2015,2,25,1020,11,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1701","Alachua","Elizabeth","05/29/2015",5,29,2015,3,28,1070,11,2.3,NA,NA,NA,NA,"Elizabeth Alachua"
"1702","Alachua","Elizabeth","06/25/2015",6,25,2015,1,27,1080,18,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1703","Alachua","Elizabeth","06/25/2015",6,25,2015,2,33,1110,16,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1704","Alachua","Elizabeth","06/25/2015",6,25,2015,3,33,1250,18,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1705","Alachua","Elizabeth","07/27/2015",7,27,2015,1,21,760,8,3,NA,20,277,NA,"Elizabeth Alachua"
"1706","Alachua","Elizabeth","07/27/2015",7,27,2015,2,33,930,8,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1707","Alachua","Elizabeth","07/27/2015",7,27,2015,3,30,900,9,2.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1708","Alachua","Elizabeth","08/21/2015",8,21,2015,1,22,1080,6,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1709","Alachua","Elizabeth","08/21/2015",8,21,2015,2,22,1020,8,3.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1710","Alachua","Elizabeth","08/21/2015",8,21,2015,3,23,830,6,3.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1711","Alachua","Elizabeth","09/28/2015",9,28,2015,1,27,1380,9,1.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1712","Alachua","Elizabeth","09/28/2015",9,28,2015,2,21,1210,8,1.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1713","Alachua","Elizabeth","09/28/2015",9,28,2015,3,22,1280,9,1.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1714","Alachua","Elizabeth","10/31/2015",10,31,2015,1,15,1170,4,2,NA,169,53,NA,"Elizabeth Alachua"
"1715","Alachua","Elizabeth","10/31/2015",10,31,2015,2,14,1180,4,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1716","Alachua","Elizabeth","10/31/2015",10,31,2015,3,15,850,5,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1717","Alachua","Elizabeth","11/19/2015",11,19,2015,1,15,1610,4,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1718","Alachua","Elizabeth","11/19/2015",11,19,2015,2,17,1450,6,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1719","Alachua","Elizabeth","11/19/2015",11,19,2015,3,17,1380,5,2,NA,NA,NA,NA,"Elizabeth Alachua"
"1720","Alachua","Elizabeth","12/24/2015",12,24,2015,1,15,1380,5,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1721","Alachua","Elizabeth","12/24/2015",12,24,2015,2,15,1450,5,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1722","Alachua","Elizabeth","12/24/2015",12,24,2015,3,16,1350,7,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1723","Alachua","Elizabeth","01/29/2016",1,29,2016,1,9,990,2,NA,"Bottom (4.0)",63,60,NA,"Elizabeth Alachua"
"1724","Alachua","Elizabeth","01/29/2016",1,29,2016,2,11,1030,2,NA,"Bottom (5.0)",NA,NA,NA,"Elizabeth Alachua"
"1725","Alachua","Elizabeth","01/29/2016",1,29,2016,3,9,1040,2,NA,"Bottom (5.5)",NA,NA,NA,"Elizabeth Alachua"
"1726","Alachua","Elizabeth","02/29/2016",2,29,2016,1,11,920,2,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1727","Alachua","Elizabeth","02/29/2016",2,29,2016,2,11,910,2,4.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1728","Alachua","Elizabeth","02/29/2016",2,29,2016,3,12,820,2,4.5,NA,NA,NA,NA,"Elizabeth Alachua"
"1729","Alachua","Elizabeth","03/28/2016",3,28,2016,1,15,810,3,NA,"Bottom (4.0)",NA,NA,NA,"Elizabeth Alachua"
"1730","Alachua","Elizabeth","03/28/2016",3,28,2016,2,13,930,2,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1731","Alachua","Elizabeth","03/28/2016",3,28,2016,3,17,930,3,5,NA,NA,NA,NA,"Elizabeth Alachua"
"1732","Alachua","Elizabeth","04/23/2016",4,23,2016,1,12,960,4,3.5,NA,53,64,NA,"Elizabeth Alachua"
"1733","Alachua","Elizabeth","04/23/2016",4,23,2016,2,14,790,4,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1734","Alachua","Elizabeth","04/23/2016",4,23,2016,3,15,950,3,4,NA,NA,NA,NA,"Elizabeth Alachua"
"1735","Alachua","Elizabeth","05/27/2016",5,27,2016,1,28,990,12,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1736","Alachua","Elizabeth","05/27/2016",5,27,2016,2,18,850,4,3,NA,NA,NA,NA,"Elizabeth Alachua"
"1737","Alachua","Elizabeth","05/27/2016",5,27,2016,3,18,850,5,3,NA,NA,NA,NA,"Elizabeth Alachua"
